,gene_id,gene_name,EntrezGene,logFC,logCPM,LR,PValue,FDR,topDE
41526,ENSMUSG00000107121,1110006O24Rik,66123,0.093891993,0.116708945,0.031163104,0.859876997,0.999905142,ns
4768,ENSMUSG00000024948,Map4k2,26412,-0.082640911,5.395602891,0.031156418,0.859891873,0.999905142,ns
1649,ENSMUSG00000015766,Eps8,13860,0.082321775,7.79352688,0.031103381,0.860009944,0.999905142,ns
13579,ENSMUSG00000046020,Pofut1,140484,0.082535776,5.438695728,0.031082886,0.860055596,0.999905142,ns
10739,ENSMUSG00000037525,Bcdin3d,75284,-0.083361353,3.50973741,0.031077759,0.860067019,0.999905142,ns
11554,ENSMUSG00000039515,Ptpa,110854,-0.082318929,7.099456222,0.031074224,0.860074898,0.999905142,ns
22004,ENSMUSG00000078546,Zfp995,70081,-0.087471157,1.269059711,0.031058096,0.86011084,0.999905142,ns
15299,ENSMUSG00000052534,Pbx1,18514,-0.082202331,7.365388881,0.030998232,0.860244333,0.999905142,ns
5213,ENSMUSG00000025858,Get4,67604,-0.082313376,5.929208973,0.030981192,0.860282355,0.999905142,ns
10667,ENSMUSG00000037339,Fam53a,74504,0.082571081,4.723055756,0.03096514,0.860318184,0.999905142,ns
11606,ENSMUSG00000039670,Oxld1,66431,0.085536581,1.857750488,0.030906149,0.860449932,0.999905142,ns
6621,ENSMUSG00000028345,Tex10,269536,-0.082222839,5.313571039,0.030828607,0.86062331,0.999905142,ns
1517,ENSMUSG00000014748,Tex261,21766,-0.082024827,6.60528159,0.030823741,0.860634198,0.999905142,ns
2042,ENSMUSG00000019054,Fis1,66437,-0.082052305,5.673121729,0.030754254,0.86078977,0.999905142,ns
2205,ENSMUSG00000019897,Ccdc59,52713,-0.082157725,5.115738327,0.030744243,0.860812197,0.999905142,ns
4407,ENSMUSG00000024286,Ccny,67974,0.081748431,6.30294786,0.03059277,0.861152011,0.999905142,ns
9474,ENSMUSG00000033885,Pxk,218699,-0.081578233,7.194971414,0.030522091,0.861310868,0.999905142,ns
19228,ENSMUSG00000068823,Csde1,229663,-0.081505579,8.732950223,0.030510677,0.861336539,0.999905142,ns
17305,ENSMUSG00000061838,Suclg2,20917,-0.081552867,6.981075665,0.030492657,0.861377079,0.999905142,ns
30169,ENSMUSG00000091537,Tma7,66167,-0.081556991,6.648282581,0.030476065,0.861414416,0.999905142,ns
12521,ENSMUSG00000042305,Tmem183a,57439,-0.081576213,6.324007955,0.030466379,0.861436219,0.999905142,ns
15201,ENSMUSG00000052125,F730043M19Rik,320046,0.088040471,0.916020382,0.030437364,0.861501549,0.999905142,ns
10252,ENSMUSG00000036155,Mgat5,107895,0.081665047,5.482909095,0.030437274,0.861501751,0.999905142,ns
13407,ENSMUSG00000045374,Wdr81,192652,-0.081580317,5.827456219,0.030420457,0.86153963,0.999905142,ns
11177,ENSMUSG00000038564,Ift172,67661,0.081662752,5.324517857,0.030410728,0.86156155,0.999905142,ns
13913,ENSMUSG00000047213,Ythdf3,229096,0.081371896,7.204842542,0.030368032,0.861657786,0.999905142,ns
10889,ENSMUSG00000037940,Inpp4b,234515,0.082573036,3.26279198,0.030334702,0.86173296,0.999905142,ns
20261,ENSMUSG00000073639,Rab18,19330,-0.081335058,6.957436901,0.030328771,0.861746341,0.999905142,ns
7322,ENSMUSG00000029472,Anapc5,59008,-0.081209313,7.584202981,0.030262047,0.861896977,0.999905142,ns
11905,ENSMUSG00000040463,Mybbp1a,18432,0.081179828,8.080888152,0.030254351,0.861914362,0.999905142,ns
1579,ENSMUSG00000015291,Gdi1,14567,-0.081189294,7.403513659,0.030240517,0.861945619,0.999905142,ns
14218,ENSMUSG00000048310,Pskh1,244631,0.081448764,5.211161304,0.030232187,0.861964442,0.999905142,ns
19640,ENSMUSG00000070733,Fryl,72313,0.081247045,6.424353527,0.030228454,0.861972881,0.999905142,ns
8234,ENSMUSG00000031232,Magt1,67075,-0.081086392,6.718330315,0.030129892,0.862195832,0.999905142,ns
11276,ENSMUSG00000038781,Stap2,106766,-0.080890226,6.578618629,0.02997521,0.862546491,0.999905142,ns
7940,ENSMUSG00000030662,Ipo5,70572,-0.080802264,7.8747547,0.029968439,0.86256186,0.999905142,ns
1627,ENSMUSG00000015653,Steap2,74051,0.080745195,9.132138252,0.029949398,0.862605095,0.999905142,ns
7172,ENSMUSG00000029227,Fip1l1,66899,-0.080756349,6.70812662,0.029884517,0.862752521,0.999905142,ns
2712,ENSMUSG00000020745,Pafah1b1,18472,-0.080676064,7.70078796,0.029869781,0.862786028,0.999905142,ns
730,ENSMUSG00000004626,Stxbp2,20911,0.080636322,7.407794512,0.029829937,0.862876667,0.999905142,ns
5956,ENSMUSG00000027194,Ttc17,74569,0.08088771,5.25234855,0.0298243,0.862889497,0.999905142,ns
14830,ENSMUSG00000050640,Tmem150c,231503,-0.084324847,1.718165397,0.029803593,0.862936632,0.999905142,ns
10649,ENSMUSG00000037287,Tbcel,272589,-0.08071473,5.956064191,0.029792456,0.862961989,0.999905142,ns
32070,ENSMUSG00000095427,Rps2-ps6,100043752,-0.085677141,1.25581616,0.029764767,0.863025057,0.999905142,ns
8227,ENSMUSG00000031221,Igbp1,18518,-0.080691147,5.725237535,0.029748968,0.863061054,0.999905142,ns
2216,ENSMUSG00000019923,Zwint,52696,-0.080504479,7.093445991,0.029719351,0.863128564,0.999905142,ns
2122,ENSMUSG00000019738,Polr2i,69920,0.08198869,2.967668001,0.029690357,0.863194688,0.999905142,ns
2704,ENSMUSG00000020736,Nt5c,50773,-0.080610744,5.519146638,0.029662727,0.86325773,0.999905142,ns
11846,ENSMUSG00000040312,Cchcr1,240084,0.080582091,5.122245358,0.029576363,0.863454983,0.999905142,ns
3281,ENSMUSG00000021759,Plpp1,19012,0.080524915,5.235991951,0.029554625,0.86350468,0.999905142,ns
13030,ENSMUSG00000044098,Rsbn1,229675,0.080565532,4.929391783,0.029526112,0.863569892,0.999905142,ns
2856,ENSMUSG00000020986,Sec23a,20334,-0.080328537,5.413095378,0.029440087,0.863766836,0.999905142,ns
10070,ENSMUSG00000035569,Ankrd11,77087,0.080099779,7.220909508,0.029426767,0.863797359,0.999905142,ns
5278,ENSMUSG00000025967,Eef1b2,55949,0.080047007,8.622850043,0.029426747,0.863797405,0.999905142,ns
4706,ENSMUSG00000024843,Chka,12660,-0.080052998,7.916931046,0.029416438,0.86382103,0.999905142,ns
11445,ENSMUSG00000039206,Daglb,231871,-0.080707278,4.113694794,0.029402304,0.86385343,0.999905142,ns
7275,ENSMUSG00000029408,Abcb9,56325,-0.089728528,0.318181409,0.029401699,0.863854819,0.999905142,ns
2875,ENSMUSG00000021028,Mbip,217588,0.081875814,2.699508588,0.029373435,0.863919634,0.999905142,ns
1376,ENSMUSG00000011832,Evi5l,213027,0.080610788,3.857754573,0.029227236,0.864255414,0.999905142,ns
2601,ENSMUSG00000020590,Snx13,217463,-0.079885941,6.345339035,0.029218759,0.864274911,0.999905142,ns
19957,ENSMUSG00000072437,Nanos1,332397,-0.083206051,1.817472238,0.029190449,0.864340041,0.999905142,ns
8478,ENSMUSG00000031642,Sh3rf1,59009,-0.079745641,7.14906501,0.02916433,0.864400159,0.999905142,ns
4362,ENSMUSG00000024212,Mllt1,64144,-0.079768132,6.269495434,0.029126582,0.864487092,0.999905142,ns
10291,ENSMUSG00000036275,9530068E07Rik,213673,-0.079642657,7.46074565,0.029101587,0.864544689,0.999905142,ns
8805,ENSMUSG00000032192,Gnb5,14697,-0.080989449,3.020765393,0.029017654,0.864738282,0.999905142,ns
25677,ENSMUSG00000084166,Gm6451,623804,0.100175542,-0.831110417,0.028926976,0.864947755,0.999905142,ns
4827,ENSMUSG00000025040,Fundc1,72018,0.079585586,5.602552848,0.02892335,0.864956137,0.999905142,ns
11425,ENSMUSG00000039168,Dap,223453,0.079266267,7.904086302,0.028840646,0.865147499,0.999905142,ns
11316,ENSMUSG00000038893,Fam117a,215512,-0.080178738,3.655708207,0.028825298,0.865183042,0.999905142,ns
7745,ENSMUSG00000030282,Cmas,12764,-0.079365452,5.993575827,0.028808579,0.86522177,0.999905142,ns
9720,ENSMUSG00000034579,Pla2g3,237625,0.099595228,-0.804669344,0.028798534,0.865245046,0.999905142,ns
7057,ENSMUSG00000029053,Prkcz,18762,-0.079460412,5.34904101,0.028797666,0.865247057,0.999905142,ns
2338,ENSMUSG00000020142,Slc1a4,55963,0.079288008,5.404256154,0.028680106,0.865519763,0.999905142,ns
10700,ENSMUSG00000037415,Ranbp10,74334,0.079170911,5.679471899,0.028632402,0.865630585,0.999905142,ns
2599,ENSMUSG00000020585,Laptm4a,17775,0.078926429,8.364962073,0.028604234,0.865696069,0.999905142,ns
19819,ENSMUSG00000071477,Zfp777,72306,0.07939829,4.567586491,0.02859291,0.865722404,0.999905142,ns
53299,ENSMUSG00000120113,Fam120aos,68128,0.080647537,2.783454386,0.028574613,0.865764965,0.999905142,ns
6137,ENSMUSG00000027479,Mapre1,13589,-0.078843019,7.55559141,0.028523454,0.865884045,0.999905142,ns
8877,ENSMUSG00000032313,Tmem266,244886,-0.080950955,2.45589523,0.028475778,0.865995117,0.999905142,ns
13440,ENSMUSG00000045502,Hcar2,80885,-0.080561345,2.695065031,0.028440483,0.866077405,0.999905142,ns
1879,ENSMUSG00000018068,Ints2,70422,0.07859821,5.328236189,0.028171993,0.866705106,0.999905142,ns
2530,ENSMUSG00000020459,Mtif2,76784,0.078625473,5.145011643,0.028161682,0.866729272,0.999905142,ns
15746,ENSMUSG00000054598,9130230L23Rik,231253,0.078816447,4.046613572,0.028014477,0.867074791,0.999905142,ns
2241,ENSMUSG00000019982,Myb,17863,0.078799758,4.016012751,0.0279913,0.867129278,0.999905142,ns
17805,ENSMUSG00000063954,H2ac19,319192,-0.079266319,3.293480453,0.027977332,0.867162125,0.999905142,ns
7689,ENSMUSG00000030189,Ybx3,56449,-0.078003212,8.00534215,0.027931629,0.867269664,0.999905142,ns
30285,ENSMUSG00000091803,Cox16,66272,-0.078843962,3.758250194,0.027920561,0.867295719,0.999905142,ns
7285,ENSMUSG00000029422,Rsrc2,208606,-0.078082357,6.379661541,0.027916999,0.867304107,0.999905142,ns
14513,ENSMUSG00000049470,Aff4,93736,-0.077905349,7.502931786,0.027847387,0.867468119,0.999905142,ns
22194,ENSMUSG00000078970,Dnaaf10,103784,-0.078387461,4.446066441,0.027839194,0.867487435,0.999905142,ns
2292,ENSMUSG00000020075,Ddx21,56200,0.077866374,7.584745585,0.027821979,0.867528034,0.999905142,ns
6744,ENSMUSG00000028552,Eps15,13858,0.077940023,6.070913606,0.027789701,0.867604191,0.999905142,ns
13372,ENSMUSG00000045268,Zfp691,195522,-0.079814994,2.555104392,0.027783508,0.867618809,0.999905142,ns
12006,ENSMUSG00000040701,Ap1g2,11766,0.078004536,5.474378656,0.027769013,0.867653027,0.999905142,ns
8958,ENSMUSG00000032435,Dync1li1,235661,0.077867128,6.037360994,0.02773469,0.867734091,0.999905142,ns
15444,ENSMUSG00000053198,Prx,19153,-0.080139214,2.241487387,0.027664261,0.86790059,0.999905142,ns
16102,ENSMUSG00000056234,Ncoa4,27057,-0.077683057,6.593720612,0.027646614,0.867942342,0.999905142,ns
709,ENSMUSG00000004455,Ppp1cc,19047,-0.077606627,7.75502662,0.027641949,0.86795338,0.999905142,ns
11726,ENSMUSG00000039987,Phtf2,68770,0.078874734,3.20068993,0.02763969,0.867958727,0.999905142,ns
8127,ENSMUSG00000031015,Swap70,20947,0.077665754,6.56443475,0.027632027,0.867976865,0.999905142,ns
6014,ENSMUSG00000027291,Vps39,269338,-0.077811846,5.302720925,0.027608348,0.868032925,0.999905142,ns
8840,ENSMUSG00000032261,Sh3bgrl2,212531,-0.077579481,6.666581063,0.027577366,0.868106315,0.999905142,ns
4275,ENSMUSG00000024072,Yipf4,67864,0.077701792,5.583465412,0.027568119,0.868128226,0.999905142,ns
7825,ENSMUSG00000030431,Tmem238,664968,0.078029776,4.370149306,0.027562504,0.868141535,0.999905142,ns
10662,ENSMUSG00000037331,Larp1,73158,-0.077445084,8.437994369,0.027542134,0.868189823,0.999905142,ns
4406,ENSMUSG00000024283,Wac,225131,-0.077483327,6.834738566,0.02751842,0.86824606,0.999905142,ns
4430,ENSMUSG00000024331,Dsc2,13506,-0.077604169,5.663260957,0.027509415,0.868267421,0.999905142,ns
15359,ENSMUSG00000052798,Nup107,103468,-0.077592664,5.160395853,0.027430497,0.868454788,0.999905142,ns
4729,ENSMUSG00000024883,Rin1,225870,0.077454346,5.906648816,0.027428972,0.868458413,0.999905142,ns
11009,ENSMUSG00000038195,Rilp,280408,0.081768989,1.405140936,0.027417508,0.868485655,0.999905142,ns
12858,ENSMUSG00000043439,Epop,103551,-0.078389337,3.37148194,0.027406902,0.868510863,0.999905142,ns
7261,ENSMUSG00000029387,Gtf2h3,209357,0.077634653,4.877022862,0.02740679,0.868511129,0.999905142,ns
15576,ENSMUSG00000053838,Nudcd3,209586,-0.077326386,6.22403579,0.027367352,0.868604907,0.999905142,ns
5179,ENSMUSG00000025779,Ly96,17087,0.078830992,2.851264034,0.027357754,0.868627741,0.999905142,ns
12395,ENSMUSG00000041912,Tdrkh,72634,0.078672285,2.993155718,0.02735621,0.868631414,0.999905142,ns
15552,ENSMUSG00000053730,Tmem39b,230770,-0.077972375,3.806390155,0.027327223,0.8687004,0.999905142,ns
5469,ENSMUSG00000026305,Lrrfip1,16978,0.077151459,6.752445359,0.027278445,0.868816573,0.999905142,ns
7274,ENSMUSG00000029407,Uso1,56041,-0.077096809,7.198540077,0.027261321,0.868857381,0.999905142,ns
5699,ENSMUSG00000026705,Klhl20,226541,0.077499426,4.603595363,0.027250685,0.868882735,0.999905142,ns
8880,ENSMUSG00000032316,Clk3,102414,-0.076942464,6.106200175,0.027086622,0.869274466,0.999905142,ns
10962,ENSMUSG00000038080,Kdm1b,218214,-0.07713928,4.788087751,0.027041267,0.869382973,0.999905142,ns
14057,ENSMUSG00000047721,Bola2,66162,0.0771001,4.795408943,0.027013935,0.869448408,0.999905142,ns
9393,ENSMUSG00000033629,Hacd3,57874,-0.076804979,6.33172032,0.027007723,0.869463284,0.999905142,ns
1535,ENSMUSG00000014867,Surf4,20932,-0.076682785,8.634002816,0.027005779,0.86946794,0.999905142,ns
475,ENSMUSG00000002778,Kdelr1,68137,0.076785342,6.15247755,0.026979449,0.869531019,0.999905142,ns
20755,ENSMUSG00000074923,Pak6,214230,-0.077104922,4.482491251,0.026945355,0.869612743,0.999905142,ns
1381,ENSMUSG00000011960,Ccnt1,12455,-0.076716985,6.298629126,0.026943445,0.869617325,0.999905142,ns
13693,ENSMUSG00000046441,Cmtr2,234728,0.077302119,4.001178423,0.026932223,0.869644235,0.999905142,ns
16665,ENSMUSG00000058881,Zfp516,329003,-0.076768447,5.508745681,0.026901363,0.869718273,0.999905142,ns
4422,ENSMUSG00000024309,Pfdn6,14976,-0.076715128,5.619249668,0.026877646,0.869775202,0.999905142,ns
6755,ENSMUSG00000028568,Btf3l4,70533,-0.07664198,6.0409315,0.02686983,0.869793969,0.999905142,ns
12616,ENSMUSG00000042558,Adprs,100206,0.076858583,4.726230811,0.026830098,0.869889414,0.999905142,ns
1312,ENSMUSG00000010362,Rdm1,66599,-0.078972511,2.19274302,0.026806458,0.869946235,0.999905142,ns
9808,ENSMUSG00000034800,Zfp661,72180,0.078532568,2.449463343,0.026786256,0.869994814,0.999905142,ns
10149,ENSMUSG00000035834,Polr3g,67486,-0.077378078,3.512642739,0.026778521,0.87001342,0.999905142,ns
3891,ENSMUSG00000022797,Tfrc,22042,0.076423155,6.865727908,0.026771845,0.87002948,0.999905142,ns
8730,ENSMUSG00000032044,Rpusd4,71989,0.077021502,4.079494816,0.026764577,0.870046967,0.999905142,ns
5006,ENSMUSG00000025377,Tepsin,78777,0.077061913,3.970595869,0.026753982,0.870072461,0.999905142,ns
366,ENSMUSG00000002052,Supt6,20926,0.076343254,7.662810682,0.026746638,0.870090137,0.999905142,ns
7209,ENSMUSG00000029290,Zfp326,54367,0.076699355,4.799447329,0.026734724,0.870118816,0.999905142,ns
21029,ENSMUSG00000075576,Gm12359,100037262,0.08112576,1.285025042,0.026734688,0.870118904,0.999905142,ns
11709,ENSMUSG00000039952,Dag1,13138,0.076300451,8.408938236,0.026733494,0.870121779,0.999905142,ns
7916,ENSMUSG00000030614,Tmem126b,68472,-0.076974371,4.013609652,0.026711217,0.870175422,0.999905142,ns
12892,ENSMUSG00000043572,Pars2,230577,0.077762016,2.89117286,0.026651751,0.870318733,0.999905142,ns
16542,ENSMUSG00000058298,Mcm9,71567,-0.076797367,4.159480423,0.026637695,0.870352632,0.999905142,ns
592,ENSMUSG00000003469,Phyhip,105653,-0.084683107,0.4379076,0.026633271,0.870363303,0.999905142,ns
6420,ENSMUSG00000027998,Plrg1,53317,-0.076377672,5.540513372,0.026632209,0.870365866,0.999905142,ns
749,ENSMUSG00000004768,Rab23,19335,0.076983579,3.758074194,0.026615706,0.870405682,0.999905142,ns
2109,ENSMUSG00000019590,Cyb561,13056,-0.076153305,7.124011039,0.026595217,0.870455131,0.999905142,ns
14967,ENSMUSG00000051149,Adnp,11538,0.07612887,6.162022313,0.026520934,0.870634579,0.999905142,ns
4467,ENSMUSG00000024400,Wdr33,74320,-0.076065294,6.264013526,0.02648512,0.870721187,0.999905142,ns
10725,ENSMUSG00000037475,Thoc2,331401,0.076089446,5.977501003,0.026477567,0.87073946,0.999905142,ns
9246,ENSMUSG00000033126,Ybey,216119,-0.077683329,2.663128715,0.026417229,0.87088553,0.999905142,ns
7193,ENSMUSG00000029267,Mtf2,17765,-0.076203994,4.770585104,0.026385943,0.870961339,0.999905142,ns
8940,ENSMUSG00000032403,2300009A05Rik,69478,0.078721959,2.001794529,0.026383283,0.870967785,0.999905142,ns
33761,ENSMUSG00000098188,Sowahc,268301,0.076086661,5.024857422,0.026352274,0.871042972,0.999905142,ns
135,ENSMUSG00000000787,Ddx3x,13205,0.075705736,9.057662199,0.026327294,0.871103572,0.999905142,ns
17785,ENSMUSG00000063884,Ptcd3,69956,-0.075881507,5.570581301,0.026291004,0.871191663,0.999905142,ns
4304,ENSMUSG00000024120,Lrpprc,72416,-0.075779325,6.026179169,0.02626714,0.871249625,0.999905142,ns
9009,ENSMUSG00000032518,Rpsa,16785,-0.075604409,9.65072226,0.026262176,0.871261684,0.999905142,ns
10553,ENSMUSG00000037022,Mmaa,109136,0.076754455,3.352243301,0.026261574,0.871263147,0.999905142,ns
1835,ENSMUSG00000017718,Afmid,71562,0.077563447,2.558548977,0.026235058,0.87132759,0.999905142,ns
32019,ENSMUSG00000095325,Zfp870,240066,-0.077448045,2.636346241,0.026233963,0.87133025,0.999905142,ns
2353,ENSMUSG00000020167,Tcf3,21423,0.075726657,5.929153343,0.026221243,0.871361178,0.999905142,ns
14842,ENSMUSG00000050697,Prkaa1,105787,-0.075639256,6.766679026,0.026220811,0.871362228,0.999905142,ns
10318,ENSMUSG00000036368,Rmdn2,381110,0.080238884,1.287872164,0.026159598,0.871511162,0.999905142,ns
10121,ENSMUSG00000035754,Wdr18,216156,-0.07570745,5.44336925,0.026154646,0.871523218,0.999905142,ns
10260,ENSMUSG00000036180,Gatad2a,234366,-0.075493701,6.934438994,0.026128282,0.871587425,0.999905142,ns
1983,ENSMUSG00000018707,Dync1h1,13424,-0.075335998,8.757133283,0.026067296,0.871736079,0.999905142,ns
53867,ENSMUSG00000120681,2610029K11Rik,69250,-0.081623083,0.868364998,0.026054117,0.871768224,0.999905142,ns
6732,ENSMUSG00000028536,2610528J11Rik,66451,-0.075676576,4.821257482,0.026032276,0.871821519,0.999905142,ns
17715,ENSMUSG00000063605,Ccdc102a,234582,0.077101694,2.62039572,0.025979791,0.871949681,0.999905142,ns
1150,ENSMUSG00000008136,Fhl2,14200,0.076332212,3.301101446,0.025945172,0.872034289,0.999905142,ns
12825,ENSMUSG00000043311,D17H6S53E,114585,-0.075854217,3.999875829,0.025934769,0.872059725,0.999905142,ns
7027,ENSMUSG00000028999,Rint1,72772,0.075583553,4.612534457,0.025922243,0.87209036,0.999905142,ns
17757,ENSMUSG00000063785,Utp14a,72554,-0.075398602,5.066444204,0.025886073,0.872178861,0.999905142,ns
16660,ENSMUSG00000058835,Abi1,11308,-0.075136902,6.982399955,0.025884093,0.872183707,0.999905142,ns
1643,ENSMUSG00000015748,Prpf3,70767,-0.075322543,5.347193665,0.025876564,0.872202138,0.999905142,ns
15061,ENSMUSG00000051469,Zfp24,59057,0.075291599,5.48504715,0.025872617,0.872211803,0.999905142,ns
10205,ENSMUSG00000036009,Mettl25,216292,-0.077193609,2.39930842,0.0258372,0.872298545,0.999905142,ns
15500,ENSMUSG00000053470,Kdm3a,104263,0.075082889,6.038387876,0.025787091,0.872421376,0.999905142,ns
5222,ENSMUSG00000025873,Faf2,76577,-0.074955971,6.810398336,0.025751491,0.872508717,0.999905142,ns
17441,ENSMUSG00000062373,Tmem65,74868,0.075182342,5.018015874,0.025728483,0.872565196,0.999905142,ns
12764,ENSMUSG00000043061,Tmem18,211986,-0.075280833,4.570784872,0.02570692,0.872618154,0.999905142,ns
2839,ENSMUSG00000020946,Gosr2,56494,-0.074901515,6.657543482,0.025706046,0.872620301,0.999905142,ns
15105,ENSMUSG00000051650,B3gnt2,53625,0.075108925,5.175935733,0.025704086,0.872625116,0.999905142,ns
8141,ENSMUSG00000031068,Glrx3,30926,0.074936881,6.22629247,0.02570196,0.872630336,0.999905142,ns
6992,ENSMUSG00000028953,Abcf2,27407,-0.07488054,6.65875911,0.02569172,0.872655497,0.999905142,ns
8571,ENSMUSG00000031807,Pgls,66171,-0.074985444,5.553288668,0.02567177,0.872704528,0.999905142,ns
8407,ENSMUSG00000031533,Mrps31,57312,-0.075554891,3.814836018,0.025662439,0.872727465,0.999905142,ns
16544,ENSMUSG00000058317,Ube2e2,218793,-0.075631733,3.680115158,0.025659436,0.872734849,0.999905142,ns
14577,ENSMUSG00000049672,Zbtb14,22666,-0.075236814,4.448228585,0.025647046,0.872765317,0.999905142,ns
1915,ENSMUSG00000018379,Srsf1,110809,0.074696276,8.193119089,0.025617477,0.872838059,0.999905142,ns
12424,ENSMUSG00000042015,Wdr41,218460,0.075013611,4.863727727,0.025585158,0.872917615,0.999905142,ns
3257,ENSMUSG00000021716,Srek1ip1,67288,-0.075035887,4.29229088,0.025468787,0.873204505,0.999905142,ns
12679,ENSMUSG00000042742,Bmt2,101148,0.075009316,4.260564932,0.025439899,0.873275824,0.999905142,ns
1726,ENSMUSG00000016503,Gtf3a,66596,-0.074649212,5.428741921,0.02542679,0.873308204,0.999905142,ns
6217,ENSMUSG00000027615,Hps3,12807,0.075297328,3.667185099,0.02542471,0.873313342,0.999905142,ns
2090,ENSMUSG00000019437,Tlcd1,68385,-0.074875425,4.243992526,0.02534629,0.873507221,0.999905142,ns
7579,ENSMUSG00000030002,Dusp11,72102,0.074336185,6.978984449,0.025334977,0.873535215,0.999905142,ns
12516,ENSMUSG00000042292,Mrtfa,223701,0.074303436,5.623471454,0.02521423,0.873834412,0.999905142,ns
10534,ENSMUSG00000036980,Taf6,21343,-0.074323535,5.389695808,0.025200409,0.873868707,0.999905142,ns
8672,ENSMUSG00000031959,Wdr59,319481,-0.074245663,5.561143975,0.025168695,0.873947434,0.999905142,ns
14089,ENSMUSG00000047832,Cdca4,71963,-0.07424613,5.068527422,0.0251012,0.874115154,0.999905142,ns
6103,ENSMUSG00000027425,Kat14,228714,-0.074105623,5.801903564,0.025099448,0.87411951,0.999905142,ns
30418,ENSMUSG00000092118,Fancf,100040608,0.078522616,1.248342837,0.024971376,0.874438406,0.999905142,ns
17597,ENSMUSG00000063065,Mapk3,26417,-0.073792914,7.099929197,0.024971343,0.87443849,0.999905142,ns
9444,ENSMUSG00000033792,Atp7a,11977,-0.073916948,5.664050117,0.02495775,0.874472385,0.999905142,ns
11888,ENSMUSG00000040424,Hipk4,233020,0.088462259,-0.424385073,0.024938951,0.874519279,0.999905142,ns
10644,ENSMUSG00000037275,Gemin5,216766,-0.073888585,5.612823461,0.024933031,0.874534048,0.999905142,ns
6607,ENSMUSG00000028322,Exosc3,66362,-0.074170324,4.429288213,0.024920474,0.874565385,0.999905142,ns
10873,ENSMUSG00000037896,Rcor1,217864,-0.073723387,6.239031111,0.024877766,0.874672026,0.999905142,ns
10515,ENSMUSG00000036941,Elac1,114615,0.074527502,3.538529258,0.024850963,0.874738999,0.999905142,ns
18787,ENSMUSG00000066415,Msl2,77853,-0.073655037,6.12152509,0.024822906,0.874809145,0.999905142,ns
7671,ENSMUSG00000030157,Clec2d,93694,0.073758227,5.172621991,0.024787531,0.874897647,0.999905142,ns
9313,ENSMUSG00000033364,Usp37,319651,-0.073791893,4.947418765,0.024774818,0.874929468,0.999905142,ns
25642,ENSMUSG00000084128,Esrp2,77411,0.07350805,6.943156127,0.024772141,0.874936169,0.999905142,ns
12452,ENSMUSG00000042109,Csdc2,105859,0.077205564,1.584340857,0.024758289,0.874970855,0.999905142,ns
12681,ENSMUSG00000042744,Hectd4,269700,0.073610273,5.626926461,0.024746419,0.875000581,0.999905142,ns
11849,ENSMUSG00000040322,Slc25a24,229731,0.073481007,6.364081965,0.024722584,0.875060301,0.999905142,ns
10100,ENSMUSG00000035666,Gtf3c4,269252,0.073523471,5.94948207,0.024719642,0.875067673,0.999905142,ns
6177,ENSMUSG00000027546,Atp9a,11981,-0.073395781,7.472006203,0.024716196,0.87507631,0.999905142,ns
14340,ENSMUSG00000048758,Rpl29,19944,-0.073319782,8.363196367,0.024685197,0.875154032,0.999905142,ns
1942,ENSMUSG00000018501,Ncor1,20185,-0.073337752,7.591346599,0.024680604,0.875165551,0.999905142,ns
10464,ENSMUSG00000036833,Pnpla7,241274,0.073891368,4.225939658,0.024677566,0.875173171,0.999905142,ns
6566,ENSMUSG00000028243,Ubxn2b,68053,-0.073794956,4.435382139,0.024670399,0.87519115,0.999905142,ns
17074,ENSMUSG00000060679,Mrps9,69527,-0.073674472,4.693978404,0.024648103,0.875247099,0.999905142,ns
1958,ENSMUSG00000018574,Acadvl,11370,0.07334184,6.313735637,0.024625689,0.875303372,0.999905142,ns
4279,ENSMUSG00000024077,Strn,268980,-0.073305603,5.990112814,0.024577393,0.875424708,0.999905142,ns
2031,ENSMUSG00000018931,Natd1,24083,0.073605884,4.353496212,0.024521881,0.875564328,0.999905142,ns
2367,ENSMUSG00000020184,Mdm2,17246,0.07318265,5.694678709,0.02446692,0.875702721,0.999905142,ns
1863,ENSMUSG00000017858,Ift52,245866,0.073215827,5.351439985,0.024449177,0.875747432,0.999905142,ns
2253,ENSMUSG00000020003,Pex7,18634,-0.073271678,4.930192378,0.0244238,0.875811408,0.999905142,ns
7496,ENSMUSG00000029767,Calu,12321,0.07290665,8.175649346,0.024404469,0.875860167,0.999905142,ns
7310,ENSMUSG00000029458,Brap,72399,0.073015836,5.982736188,0.024382344,0.875915995,0.999905142,ns
9990,ENSMUSG00000035325,Sec31a,69162,0.072867394,7.68809204,0.024367485,0.875953504,0.999905142,ns
13170,ENSMUSG00000044551,9930012K11Rik,268759,0.078195846,1.060405436,0.024355589,0.875983543,0.999905142,ns
20062,ENSMUSG00000072889,Nfxl1,100978,0.073068773,5.312016363,0.02434588,0.876008063,0.999905142,ns
11364,ENSMUSG00000039041,Adrm1,56436,-0.072839854,7.070900896,0.024329416,0.876049657,0.999905142,ns
11852,ENSMUSG00000040327,Cul9,78309,0.073130587,4.904009859,0.024324151,0.87606296,0.999905142,ns
20306,ENSMUSG00000073775,Kti12,100087,0.073205741,4.616327468,0.024317921,0.876078704,0.999905142,ns
12589,ENSMUSG00000042492,Tbc1d10b,68449,-0.072842931,6.525182289,0.024305335,0.876110518,0.999905142,ns
